Year,ID,Location,Block,Border,Row,Tree,Family,Genotype,GLD,DBH,Height,Crown_height,Survival
Year_6,10219,LA_Tech,1,0,2,19,AGH25,4,NA,7.874,7.0104,1.524,NA
Year_6,10220,LA_Tech,1,1,2,20,AGH25,4,NA,8.636,7.62,1.346,NA
Year_6,10221,LA_Tech,1,1,2,21,AGHS2,5,NA,9.398,8.2296,2.164,NA
Year_6,10222,LA_Tech,1,0,2,22,AGHS2,5,NA,8.89,7.9248,2.454,NA
Year_6,10223,LA_Tech,1,0,2,23,AGHS2,5,NA,10.922,8.5344,3.078,NA
Year_6,10224,LA_Tech,1,0,2,24,AGHS2,5,NA,10.16,9.144,3.109,NA
Year_6,10225,LA_Tech,1,1,2,25,AGHS2,5,NA,9.144,7.62,2.804,NA
Year_6,10226,LA_Tech,1,1,2,26,AGHS1,6,NA,9.906,7.9248,3.673,NA
Year_6,10227,LA_Tech,1,0,2,27,AGHS1,6,NA,9.398,7.9248,2.499,NA
Year_6,10228,LA_Tech,1,0,2,28,AGHS1,6,NA,10.414,7.62,1.346,NA
Year_6,10229,LA_Tech,1,0,2,29,AGHS1,6,NA,10.16,7.62,0.635,NA
Year_6,10230,LA_Tech,1,1,2,30,AGHS1,6,NA,11.43,7.3152,0.406,NA
Year_6,10301,LA_Tech,1,1,3,1,AGHS3,1,NA,10.922,7.0104,0.648,NA
Year_6,10302,LA_Tech,1,0,3,2,AGHS3,1,NA,11.176,8.2296,3.383,NA
Year_6,10303,LA_Tech,1,0,3,3,AGHS3,1,NA,10.668,7.62,3.55,NA
Year_6,10304,LA_Tech,1,0,3,4,AGHS3,1,NA,11.43,9.144,5.303,NA
Year_6,10305,LA_Tech,1,1,3,5,AGHS3,1,NA,11.938,8.2296,5.608,NA
Year_6,10306,LA_Tech,1,1,3,6,AGHS4,2,NA,11.938,8.5344,4.709,NA
Year_6,10307,LA_Tech,1,0,3,7,AGHS4,2,NA,12.192,8.5344,4.605,NA
Year_6,10308,LA_Tech,1,0,3,8,AGHS4,2,NA,13.97,8.8392,4.328,NA
Year_6,10309,LA_Tech,1,0,3,9,AGHS4,2,NA,12.446,8.2296,4.572,NA
Year_6,10310,LA_Tech,1,1,3,10,AGHS4,2,NA,12.446,7.62,0.533,NA
Year_6,10311,LA_Tech,1,1,3,11,AGH2,3,NA,9.652,6.096,0.381,NA
Year_6,10312,LA_Tech,1,0,3,12,AGH2,3,NA,11.176,6.4008,1.219,NA
Year_6,10313,LA_Tech,1,0,3,13,AGH2,3,NA,8.128,6.096,0.61,NA
Year_6,10314,LA_Tech,1,0,3,14,AGH2,3,NA,9.652,7.0104,0.534,NA
Year_6,10315,LA_Tech,1,1,3,15,AGH2,3,NA,8.128,6.7056,2.133,NA
Year_6,10316,LA_Tech,1,1,3,16,AGH25,4,NA,11.43,7.62,0.66,NA
Year_6,10317,LA_Tech,1,0,3,17,AGH25,4,NA,NA,NA,NA,NA
Year_6,10318,LA_Tech,1,0,3,18,AGH25,4,NA,9.398,8.2296,0.94,NA
Year_6,10319,LA_Tech,1,0,3,19,AGH25,4,NA,NA,NA,NA,NA
Year_6,10320,LA_Tech,1,1,3,20,AGH25,4,NA,NA,NA,NA,NA
Year_6,10321,LA_Tech,1,1,3,21,AGHS2,5,NA,13.462,8.8392,1.219,NA
Year_6,10322,LA_Tech,1,0,3,22,AGHS2,5,NA,10.414,8.8392,5.181,NA
Year_6,10323,LA_Tech,1,0,3,23,AGHS2,5,NA,10.414,9.144,3.353,NA
Year_6,10324,LA_Tech,1,0,3,24,AGHS2,5,NA,11.176,9.4488,2.362,NA
Year_6,10325,LA_Tech,1,1,3,25,AGHS2,5,NA,9.906,8.8392,5.486,NA
Year_6,10326,LA_Tech,1,1,3,26,AGHS1,6,NA,10.668,8.5344,5.181,NA
Year_6,10327,LA_Tech,1,0,3,27,AGHS1,6,NA,10.414,8.5344,4.45,NA
Year_6,10328,LA_Tech,1,0,3,28,AGHS1,6,NA,10.16,8.8392,4.267,NA
Year_6,10329,LA_Tech,1,0,3,29,AGHS1,6,NA,9.652,8.2296,3.749,NA
Year_6,10330,LA_Tech,1,1,3,30,AGHS1,6,NA,10.16,7.62,0.406,NA
Year_6,10401,LA_Tech,1,1,4,1,AGHS3,1,NA,12.954,6.7056,0.483,NA
Year_6,10402,LA_Tech,1,0,4,2,AGHS3,1,NA,11.176,7.9248,3.657,NA
Year_6,10403,LA_Tech,1,0,4,3,AGHS3,1,NA,10.16,7.62,4.343,NA
Year_6,10404,LA_Tech,1,0,4,4,AGHS3,1,NA,11.43,8.2296,4.145,NA
Year_6,10405,LA_Tech,1,1,4,5,AGHS3,1,NA,11.43,9.144,5.562,NA
Year_6,10406,LA_Tech,1,1,4,6,AGHS4,2,NA,12.192,8.8392,5.181,NA
Year_6,10407,LA_Tech,1,0,4,7,AGHS4,2,NA,12.7,8.8392,5.486,NA
Year_6,10408,LA_Tech,1,0,4,8,AGHS4,2,NA,12.7,8.2296,6.416,NA
Year_6,10409,LA_Tech,1,0,4,9,AGHS4,2,NA,12.7,8.5344,3.657,NA
Year_6,10410,LA_Tech,1,1,4,10,AGHS4,2,NA,13.462,7.9248,2.073,NA
Year_6,10411,LA_Tech,1,1,4,11,AGH2,3,NA,7.62,4.8768,0.787,NA
Year_6,10412,LA_Tech,1,0,4,12,AGH2,3,NA,NA,NA,NA,NA
Year_6,10413,LA_Tech,1,0,4,13,AGH2,3,NA,NA,NA,NA,NA
Year_6,10414,LA_Tech,1,0,4,14,AGH2,3,NA,10.922,6.7056,0.889,NA
Year_6,10415,LA_Tech,1,1,4,15,AGH2,3,NA,8.89,6.4008,1.219,NA
Year_6,10416,LA_Tech,1,1,4,16,AGH25,4,NA,9.144,7.62,0.635,NA
Year_6,10417,LA_Tech,1,0,4,17,AGH25,4,NA,9.906,6.096,1.321,NA
Year_6,10418,LA_Tech,1,0,4,18,AGH25,4,NA,10.668,7.3152,0.432,NA
Year_6,10419,LA_Tech,1,0,4,19,AGH25,4,NA,10.414,7.0104,0.686,NA
Year_6,10420,LA_Tech,1,1,4,20,AGH25,4,NA,NA,NA,NA,NA
Year_6,10421,LA_Tech,1,1,4,21,AGHS2,5,NA,12.446,8.2296,4.358,NA
Year_6,10422,LA_Tech,1,0,4,22,AGHS2,5,NA,10.668,8.8392,5.181,NA
Year_6,10423,LA_Tech,1,0,4,23,AGHS2,5,NA,10.16,9.144,5.273,NA
Year_6,10424,LA_Tech,1,0,4,24,AGHS2,5,NA,10.414,9.144,5.029,NA
Year_6,10425,LA_Tech,1,1,4,25,AGHS2,5,NA,9.906,9.4488,2.743,NA
Year_6,10426,LA_Tech,1,1,4,26,AGHS1,6,NA,10.668,10.0584,4.877,NA
Year_6,10427,LA_Tech,1,0,4,27,AGHS1,6,NA,11.176,9.7536,5.943,NA
Year_6,10428,LA_Tech,1,0,4,28,AGHS1,6,NA,10.922,9.4488,5.181,NA
Year_6,10429,LA_Tech,1,0,4,29,AGHS1,6,NA,10.922,9.144,4.572,NA
Year_6,10430,LA_Tech,1,1,4,30,AGHS1,6,NA,12.446,8.8392,0.457,NA
Year_6,10501,LA_Tech,1,1,5,1,AGHS3,1,NA,13.208,7.0104,0.356,NA
Year_6,10502,LA_Tech,1,1,5,2,AGHS3,1,NA,10.668,7.9248,3.048,NA
Year_6,10503,LA_Tech,1,1,5,3,AGHS3,1,NA,10.414,7.3152,2.895,NA
Year_6,10504,LA_Tech,1,1,5,4,AGHS3,1,NA,11.684,8.2296,2.743,NA
Year_6,10505,LA_Tech,1,1,5,5,AGHS3,1,NA,10.922,9.4488,6.858,NA
Year_6,10506,LA_Tech,1,1,5,6,AGHS4,2,NA,13.462,9.7536,4.449,NA
Year_6,10507,LA_Tech,1,1,5,7,AGHS4,2,NA,12.192,8.8392,3.069,NA
Year_6,10508,LA_Tech,1,1,5,8,AGHS4,2,NA,13.462,9.4488,5.436,NA
Year_6,10509,LA_Tech,1,1,5,9,AGHS4,2,NA,12.954,8.5344,4.416,NA
Year_6,10510,LA_Tech,1,1,5,10,AGHS4,2,NA,12.446,8.8392,1.585,NA
Year_6,10511,LA_Tech,1,1,5,11,AGH2,3,NA,9.906,7.62,2.286,NA
Year_6,10512,LA_Tech,1,1,5,12,AGH2,3,NA,9.398,6.096,0.914,NA
Year_6,10513,LA_Tech,1,1,5,13,AGH2,3,NA,10.414,8.2296,1.27,NA
Year_6,10514,LA_Tech,1,1,5,14,AGH2,3,NA,12.954,8.8392,3.048,NA
Year_6,10515,LA_Tech,1,1,5,15,AGH2,3,NA,11.684,7.3152,0.864,NA
Year_6,10516,LA_Tech,1,1,5,16,AGH25,4,NA,10.16,7.0104,0.711,NA
Year_6,10517,LA_Tech,1,1,5,17,AGH25,4,NA,7.874,5.4864,1.524,NA
Year_6,10518,LA_Tech,1,1,5,18,AGH25,4,NA,8.128,5.4864,0.381,NA
Year_6,10519,LA_Tech,1,1,5,19,AGH25,4,NA,9.652,6.4008,0.635,NA
Year_6,10520,LA_Tech,1,1,5,20,AGH25,4,NA,NA,NA,NA,NA
Year_6,10521,LA_Tech,1,1,5,21,AGHS2,5,NA,11.43,8.5344,1.829,NA
Year_6,10522,LA_Tech,1,1,5,22,AGHS2,5,NA,10.668,8.5344,7.206,NA
Year_6,10523,LA_Tech,1,1,5,23,AGHS2,5,NA,10.414,8.8392,7.419,NA
Year_6,10524,LA_Tech,1,1,5,24,AGHS2,5,NA,9.398,9.144,5.486,NA
Year_6,10525,LA_Tech,1,1,5,25,AGHS2,5,NA,10.668,9.4488,5.73,NA
Year_6,10526,LA_Tech,1,1,5,26,AGHS1,6,NA,10.414,9.4488,4.206,NA
Year_6,10527,LA_Tech,1,1,5,27,AGHS1,6,NA,9.398,9.144,5.029,NA
Year_6,10528,LA_Tech,1,1,5,28,AGHS1,6,NA,7.874,8.5344,3.962,NA
Year_6,10529,LA_Tech,1,1,5,29,AGHS1,6,NA,10.668,9.144,4.419,NA
Year_6,10530,LA_Tech,1,1,5,30,AGHS1,6,NA,10.922,8.2296,0.483,NA
Year_6,10601,LA_Tech,2,1,6,1,AGHS1,6,NA,12.192,8.8392,0.635,NA
Year_6,10602,LA_Tech,2,1,6,2,AGHS1,6,NA,9.652,8.8392,4.877,NA
Year_6,10603,LA_Tech,2,1,6,3,AGHS1,6,NA,10.668,9.4488,4.724,NA
Year_6,10604,LA_Tech,2,1,6,4,AGHS1,6,NA,11.684,9.7536,5.944,NA
Year_6,10605,LA_Tech,2,1,6,5,AGHS1,6,NA,11.938,10.3632,3.048,NA
Year_6,10606,LA_Tech,2,1,6,6,AGHS2,5,NA,12.192,10.3632,5.486,NA
Year_6,10607,LA_Tech,2,1,6,7,AGHS2,5,NA,9.398,7.62,3.658,NA
Year_6,10608,LA_Tech,2,1,6,8,AGHS2,5,NA,7.366,4.8768,1.194,NA
Year_6,10609,LA_Tech,2,1,6,9,AGHS2,5,NA,11.938,10.0584,4.724,NA
Year_6,10610,LA_Tech,2,1,6,10,AGHS2,5,NA,12.446,9.7536,5.334,NA
Year_6,10611,LA_Tech,2,1,6,11,AGHS4,2,NA,12.7,9.144,3.2,NA
Year_6,10612,LA_Tech,2,1,6,12,AGHS4,2,NA,13.716,9.4488,3.2,NA
Year_6,10613,LA_Tech,2,1,6,13,AGHS4,2,NA,12.7,8.8392,0.66,NA
Year_6,10614,LA_Tech,2,1,6,14,AGHS4,2,NA,13.716,9.7536,0.914,NA
Year_6,10615,LA_Tech,2,1,6,15,AGHS4,2,NA,13.208,8.5344,1.372,NA
Year_6,10616,LA_Tech,2,1,6,16,AGH2,3,NA,9.906,7.3152,0.787,NA
Year_6,10617,LA_Tech,2,1,6,17,AGH2,3,NA,NA,NA,NA,NA
Year_6,10618,LA_Tech,2,1,6,18,AGH2,3,NA,10.922,7.3152,0.812,NA
Year_6,10619,LA_Tech,2,1,6,19,AGH2,3,NA,NA,NA,NA,NA
Year_6,10620,LA_Tech,2,1,6,20,AGH2,3,NA,10.16,7.62,0.94,NA
Year_6,10621,LA_Tech,2,1,6,21,AGH25,4,NA,9.906,7.62,0.838,NA
Year_6,10622,LA_Tech,2,1,6,22,AGH25,4,NA,10.414,7.3152,2.972,NA
Year_6,10623,LA_Tech,2,1,6,23,AGH25,4,NA,6.096,7.0104,3.508,NA
Year_6,10624,LA_Tech,2,1,6,24,AGH25,4,NA,10.16,8.2296,2.957,NA
Year_6,10625,LA_Tech,2,1,6,25,AGH25,4,NA,NA,NA,NA,NA
Year_6,10626,LA_Tech,2,1,6,26,AGHS3,1,NA,14.732,9.7536,1.676,NA
Year_6,10627,LA_Tech,2,1,6,27,AGHS3,1,NA,10.16,8.8392,0.61,NA
Year_6,10628,LA_Tech,2,1,6,28,AGHS3,1,NA,13.208,9.144,3.962,NA
Year_6,10629,LA_Tech,2,1,6,29,AGHS3,1,NA,11.684,8.8392,4.115,NA
Year_6,10630,LA_Tech,2,1,6,30,AGHS3,1,NA,13.462,7.9248,0.711,NA
Year_6,10701,LA_Tech,2,1,7,1,AGHS1,6,NA,12.192,8.2296,0.076,NA
Year_6,10702,LA_Tech,2,0,7,2,AGHS1,6,NA,10.922,9.4488,5.334,NA
Year_6,10703,LA_Tech,2,0,7,3,AGHS1,6,NA,11.684,10.0584,5.786,NA
Year_6,10704,LA_Tech,2,0,7,4,AGHS1,6,NA,11.176,10.3632,6.553,NA
Year_6,10705,LA_Tech,2,1,7,5,AGHS1,6,NA,10.922,10.668,2.895,NA
Year_6,10706,LA_Tech,2,1,7,6,AGHS2,5,NA,11.43,10.3632,5.791,NA
Year_6,10707,LA_Tech,2,0,7,7,AGHS2,5,NA,11.43,10.668,5.486,NA
Year_6,10708,LA_Tech,2,0,7,8,AGHS2,5,NA,10.668,10.668,5.791,NA
Year_6,10709,LA_Tech,2,0,7,9,AGHS2,5,NA,12.446,10.3632,5.486,NA
Year_6,10710,LA_Tech,2,1,7,10,AGHS2,5,NA,10.16,10.0584,6.096,NA
Year_6,10711,LA_Tech,2,1,7,11,AGHS4,2,NA,13.208,9.4488,3.048,NA
Year_6,10712,LA_Tech,2,0,7,12,AGHS4,2,NA,11.684,9.144,5.334,NA
Year_6,10713,LA_Tech,2,0,7,13,AGHS4,2,NA,11.938,10.0584,5.639,NA
Year_6,10714,LA_Tech,2,0,7,14,AGHS4,2,NA,12.7,9.144,3.657,NA
Year_6,10715,LA_Tech,2,1,7,15,AGHS4,2,NA,13.97,8.2296,1.524,NA
Year_6,10716,LA_Tech,2,1,7,16,AGH2,3,NA,NA,NA,NA,NA
Year_6,10717,LA_Tech,2,0,7,17,AGH2,3,NA,NA,NA,NA,NA
Year_6,10718,LA_Tech,2,0,7,18,AGH2,3,NA,8.89,6.4008,0.762,NA
Year_6,10719,LA_Tech,2,0,7,19,AGH2,3,NA,8.636,7.0104,1.219,NA
Year_6,10720,LA_Tech,2,1,7,20,AGH2,3,NA,10.16,7.3152,0.864,NA
Year_6,10721,LA_Tech,2,1,7,21,AGH25,4,NA,9.652,7.0104,0.813,NA
Year_6,10722,LA_Tech,2,0,7,22,AGH25,4,NA,9.398,6.7056,2.134,NA
Year_6,10723,LA_Tech,2,0,7,23,AGH25,4,NA,10.414,7.0104,1.245,NA
Year_6,10724,LA_Tech,2,0,7,24,AGH25,4,NA,10.922,7.0104,1.372,NA
Year_6,10725,LA_Tech,2,1,7,25,AGH25,4,NA,NA,NA,NA,NA
Year_6,10726,LA_Tech,2,1,7,26,AGHS3,1,NA,NA,NA,NA,NA
Year_6,10727,LA_Tech,2,0,7,27,AGHS3,1,NA,NA,NA,NA,NA
Year_6,10728,LA_Tech,2,0,7,28,AGHS3,1,NA,12.954,9.4488,4.115,NA
Year_6,10729,LA_Tech,2,0,7,29,AGHS3,1,NA,10.414,8.2296,3.657,NA
Year_6,10730,LA_Tech,2,1,7,30,AGHS3,1,NA,11.43,7.62,0.965,NA
Year_6,10801,LA_Tech,2,1,8,1,AGHS1,6,NA,13.208,7.3152,0.635,NA
Year_6,10802,LA_Tech,2,0,8,2,AGHS1,6,NA,11.684,8.8392,4.572,NA
Year_6,10803,LA_Tech,2,0,8,3,AGHS1,6,NA,10.668,9.7536,7.315,NA
Year_6,10804,LA_Tech,2,0,8,4,AGHS1,6,NA,11.176,10.3632,5.425,NA
Year_6,10805,LA_Tech,2,1,8,5,AGHS1,6,NA,11.176,10.3632,5.943,NA
Year_6,10806,LA_Tech,2,1,8,6,AGHS2,5,NA,11.176,10.0584,7.315,NA
Year_6,10807,LA_Tech,2,0,8,7,AGHS2,5,NA,10.668,10.3632,5.791,NA
Year_6,10808,LA_Tech,2,0,8,8,AGHS2,5,NA,10.668,10.3632,6.111,NA
Year_6,10809,LA_Tech,2,0,8,9,AGHS2,5,NA,11.43,10.9728,6.309,NA
Year_6,10810,LA_Tech,2,1,8,10,AGHS2,5,NA,11.43,10.0584,7.01,NA
Year_6,10811,LA_Tech,2,1,8,11,AGHS4,2,NA,11.176,9.7536,4.816,NA
Year_6,10812,LA_Tech,2,0,8,12,AGHS4,2,NA,11.938,9.7536,5.639,NA
Year_6,10813,LA_Tech,2,0,8,13,AGHS4,2,NA,12.192,9.4488,5.395,NA
Year_6,10814,LA_Tech,2,0,8,14,AGHS4,2,NA,12.7,8.8392,5.029,NA
Year_6,10815,LA_Tech,2,1,8,15,AGHS4,2,NA,13.97,9.4488,1.707,NA
Year_6,10816,LA_Tech,2,1,8,16,AGH2,3,NA,10.16,6.096,1.041,NA
Year_6,10817,LA_Tech,2,0,8,17,AGH2,3,NA,9.906,7.0104,0.61,NA
Year_6,10818,LA_Tech,2,0,8,18,AGH2,3,NA,NA,NA,NA,NA
Year_6,10819,LA_Tech,2,0,8,19,AGH2,3,NA,NA,NA,NA,NA
Year_6,10820,LA_Tech,2,1,8,20,AGH2,3,NA,9.906,6.7056,1.016,NA
Year_6,10821,LA_Tech,2,1,8,21,AGH25,4,NA,NA,NA,NA,NA
Year_6,10822,LA_Tech,2,0,8,22,AGH25,4,NA,8.128,8.2296,1.951,NA
Year_6,10823,LA_Tech,2,0,8,23,AGH25,4,NA,9.652,7.9248,2.225,NA
Year_6,10824,LA_Tech,2,0,8,24,AGH25,4,NA,9.652,7.62,3.2,NA
Year_6,10825,LA_Tech,2,1,8,25,AGH25,4,NA,9.398,7.9248,2.591,NA
Year_6,10826,LA_Tech,2,1,8,26,AGHS3,1,NA,12.7,9.7536,1.27,NA
Year_6,10827,LA_Tech,2,0,8,27,AGHS3,1,NA,13.97,9.4488,0.711,NA
Year_6,10828,LA_Tech,2,0,8,28,AGHS3,1,NA,11.176,8.5344,4.822,NA
Year_6,10829,LA_Tech,2,0,8,29,AGHS3,1,NA,10.922,7.9248,4.267,NA
Year_6,10830,LA_Tech,2,1,8,30,AGHS3,1,NA,12.7,8.2296,0.584,NA
Year_6,10901,LA_Tech,2,1,9,1,AGHS1,6,NA,NA,NA,NA,NA
Year_6,10902,LA_Tech,2,0,9,2,AGHS1,6,NA,12.7,9.7536,1.676,NA
Year_6,10903,LA_Tech,2,0,9,3,AGHS1,6,NA,11.684,10.3632,5.943,NA
Year_6,10904,LA_Tech,2,0,9,4,AGHS1,6,NA,11.684,10.9728,6.4,NA
Year_6,10905,LA_Tech,2,1,9,5,AGHS1,6,NA,12.7,10.0584,7.162,NA
Year_6,10906,LA_Tech,2,1,9,6,AGHS2,5,NA,11.176,10.668,6.553,NA
Year_6,10907,LA_Tech,2,0,9,7,AGHS2,5,NA,9.906,10.3632,6.4,NA
Year_6,10908,LA_Tech,2,0,9,8,AGHS2,5,NA,12.192,11.2776,8.229,NA
Year_6,10909,LA_Tech,2,0,9,9,AGHS2,5,NA,10.668,10.668,5.181,NA
Year_6,10910,LA_Tech,2,1,9,10,AGHS2,5,NA,10.922,10.9728,3.596,NA
Year_6,10911,LA_Tech,2,1,9,11,AGHS4,2,NA,12.954,10.9728,4.572,NA
Year_6,10912,LA_Tech,2,0,9,12,AGHS4,2,NA,13.208,10.0584,5.639,NA
Year_6,10913,LA_Tech,2,0,9,13,AGHS4,2,NA,10.414,9.7536,3.444,NA
Year_6,10914,LA_Tech,2,0,9,14,AGHS4,2,NA,13.208,9.4488,4.419,NA
Year_6,10915,LA_Tech,2,1,9,15,AGHS4,2,NA,14.224,9.144,4.115,NA
Year_6,10916,LA_Tech,2,1,9,16,AGH2,3,NA,10.668,7.9248,2.697,NA
Year_6,10917,LA_Tech,2,0,9,17,AGH2,3,NA,9.652,8.5344,1.168,NA
Year_6,10918,LA_Tech,2,0,9,18,AGH2,3,NA,8.636,5.4864,0.914,NA
Year_6,10919,LA_Tech,2,0,9,19,AGH2,3,NA,NA,NA,NA,NA
Year_6,10920,LA_Tech,2,1,9,20,AGH2,3,NA,NA,NA,NA,NA
Year_6,10921,LA_Tech,2,1,9,21,AGH25,4,NA,NA,NA,NA,NA
Year_6,10922,LA_Tech,2,0,9,22,AGH25,4,NA,NA,NA,NA,NA
Year_6,10923,LA_Tech,2,0,9,23,AGH25,4,NA,10.922,7.9248,0.61,NA
Year_6,10924,LA_Tech,2,0,9,24,AGH25,4,NA,8.89,6.4008,1.524,NA
Year_6,10925,LA_Tech,2,1,9,25,AGH25,4,NA,10.16,7.9248,3.353,NA
Year_6,10926,LA_Tech,2,1,9,26,AGHS3,1,NA,10.668,9.4488,3.251,NA
Year_6,10927,LA_Tech,2,0,9,27,AGHS3,1,NA,10.16,8.2296,2.449,NA
Year_6,10928,LA_Tech,2,0,9,28,AGHS3,1,NA,11.938,8.5344,5.029,NA
Year_6,10929,LA_Tech,2,0,9,29,AGHS3,1,NA,11.684,8.2296,4.48,NA
Year_6,10930,LA_Tech,2,1,9,30,AGHS3,1,NA,13.208,8.5344,0.508,NA
Year_6,11001,LA_Tech,2,1,10,1,AGHS1,6,NA,11.684,9.7536,0.533,NA
Year_6,11002,LA_Tech,2,1,10,2,AGHS1,6,NA,13.208,10.0584,3.734,NA
Year_6,11003,LA_Tech,2,1,10,3,AGHS1,6,NA,12.446,10.3632,6.553,NA
Year_6,11004,LA_Tech,2,1,10,4,AGHS1,6,NA,12.192,10.9728,5.791,NA
Year_6,11005,LA_Tech,2,1,10,5,AGHS1,6,NA,10.16,10.3632,4.572,NA
Year_6,11006,LA_Tech,2,1,10,6,AGHS2,5,NA,13.462,10.0584,5.395,NA
Year_6,11007,LA_Tech,2,1,10,7,AGHS2,5,NA,11.938,10.3632,6.553,NA
Year_6,11008,LA_Tech,2,1,10,8,AGHS2,5,NA,12.7,10.0584,5.425,NA
Year_6,11009,LA_Tech,2,1,10,9,AGHS2,5,NA,13.208,10.668,5.334,NA
Year_6,11010,LA_Tech,2,1,10,10,AGHS2,5,NA,11.684,10.3632,5.639,NA
Year_6,11011,LA_Tech,2,1,10,11,AGHS4,2,NA,12.446,9.7536,3.353,NA
Year_6,11012,LA_Tech,2,1,10,12,AGHS4,2,NA,12.954,10.3632,6.096,NA
Year_6,11013,LA_Tech,2,1,10,13,AGHS4,2,NA,12.7,9.7536,5.029,NA
Year_6,11014,LA_Tech,2,1,10,14,AGHS4,2,NA,12.7,9.4488,5.639,NA
Year_6,11015,LA_Tech,2,1,10,15,AGHS4,2,NA,13.462,9.7536,2.845,NA
Year_6,11016,LA_Tech,2,1,10,16,AGH2,3,NA,9.652,9.4488,3.155,NA
Year_6,11017,LA_Tech,2,1,10,17,AGH2,3,NA,12.7,7.62,1.676,NA
Year_6,11018,LA_Tech,2,1,10,18,AGH2,3,NA,10.668,7.3152,3.612,NA
Year_6,11019,LA_Tech,2,1,10,19,AGH2,3,NA,9.398,7.9248,1.372,NA
Year_6,11020,LA_Tech,2,1,10,20,AGH2,3,NA,10.414,5.7912,0.965,NA
Year_6,11021,LA_Tech,2,1,10,21,AGH25,4,NA,NA,NA,NA,NA
Year_6,11022,LA_Tech,2,1,10,22,AGH25,4,NA,10.922,9.144,1.372,NA
Year_6,11023,LA_Tech,2,1,10,23,AGH25,4,NA,10.668,7.9248,2.743,NA
Year_6,11024,LA_Tech,2,1,10,24,AGH25,4,NA,11.43,9.144,3.017,NA
Year_6,11025,LA_Tech,2,1,10,25,AGH25,4,NA,12.446,9.4488,1.676,NA
Year_6,11026,LA_Tech,2,1,10,26,AGHS3,1,NA,NA,NA,NA,NA
Year_6,11027,LA_Tech,2,1,10,27,AGHS3,1,NA,NA,NA,NA,NA
Year_6,11028,LA_Tech,2,1,10,28,AGHS3,1,NA,12.192,9.4488,2.286,NA
Year_6,11029,LA_Tech,2,1,10,29,AGHS3,1,NA,10.922,7.9248,0.889,NA
Year_6,11030,LA_Tech,2,1,10,30,AGHS3,1,NA,NA,NA,NA,NA
Year_6,11101,LA_Tech,3,1,11,1,AGHS4,2,NA,14.986,10.3632,0.419,NA
Year_6,11102,LA_Tech,3,1,11,2,AGHS4,2,NA,12.954,10.0584,0.991,NA
Year_6,11103,LA_Tech,3,1,11,3,AGHS4,2,NA,14.986,11.2776,0.483,NA
Year_6,11104,LA_Tech,3,1,11,4,AGHS4,2,NA,6.604,9.4488,5.639,NA
Year_6,11105,LA_Tech,3,1,11,5,AGHS4,2,NA,13.97,10.3632,0.711,NA
Year_6,11106,LA_Tech,3,1,11,6,AGH2,3,NA,9.906,10.0584,5.532,NA
Year_6,11107,LA_Tech,3,1,11,7,AGH2,3,NA,12.446,8.8392,4.419,NA
Year_6,11108,LA_Tech,3,1,11,8,AGH2,3,NA,11.176,10.0584,3.292,NA
Year_6,11109,LA_Tech,3,1,11,9,AGH2,3,NA,NA,NA,NA,NA
Year_6,11110,LA_Tech,3,1,11,10,AGH2,3,NA,10.922,10.0584,2.865,NA
Year_6,11111,LA_Tech,3,1,11,11,AGHS2,5,NA,13.462,11.5824,6.096,NA
Year_6,11112,LA_Tech,3,1,11,12,AGHS2,5,NA,11.43,10.9728,7.772,NA
Year_6,11113,LA_Tech,3,1,11,13,AGHS2,5,NA,11.684,11.2776,4.541,NA
Year_6,11114,LA_Tech,3,1,11,14,AGHS2,5,NA,11.43,11.5824,7.924,NA
Year_6,11115,LA_Tech,3,1,11,15,AGHS2,5,NA,11.43,11.8872,6.992,NA
Year_6,11116,LA_Tech,3,1,11,16,AGHS1,6,NA,12.446,7.9248,4.343,NA
Year_6,11117,LA_Tech,3,1,11,17,AGHS1,6,NA,12.192,11.2776,5.029,NA
Year_6,11118,LA_Tech,3,1,11,18,AGHS1,6,NA,11.176,10.668,5.791,NA
Year_6,11119,LA_Tech,3,1,11,19,AGHS1,6,NA,13.208,10.3632,4.816,NA
Year_6,11120,LA_Tech,3,1,11,20,AGHS1,6,NA,9.652,8.8392,3.2,NA
Year_6,11121,LA_Tech,3,1,11,21,AGHS3,1,NA,11.684,10.3632,3.139,NA
Year_6,11122,LA_Tech,3,1,11,22,AGHS3,1,NA,12.7,10.0584,4.663,NA
Year_6,11123,LA_Tech,3,1,11,23,AGHS3,1,NA,11.43,10.3632,4.877,NA
Year_6,11124,LA_Tech,3,1,11,24,AGHS3,1,NA,12.446,9.144,6.248,NA
Year_6,11125,LA_Tech,3,1,11,25,AGHS3,1,NA,14.732,11.2776,2.636,NA
Year_6,11126,LA_Tech,3,1,11,26,AGH25,4,NA,NA,NA,NA,NA
Year_6,11127,LA_Tech,3,1,11,27,AGH25,4,NA,12.7,11.2776,1.524,NA
Year_6,11128,LA_Tech,3,1,11,28,AGH25,4,NA,12.192,8.5344,1.372,NA
Year_6,11129,LA_Tech,3,1,11,29,AGH25,4,NA,7.366,7.9248,2.133,NA
Year_6,11130,LA_Tech,3,1,11,30,AGH25,4,NA,12.446,9.144,0.457,NA
Year_6,11201,LA_Tech,3,1,12,1,AGHS4,2,NA,14.478,9.4488,0.356,NA
Year_6,11202,LA_Tech,3,0,12,2,AGHS4,2,NA,12.954,10.0584,0.432,NA
